Date,Open,High,Low,Close,Adj Close,Volume
2017-11-13,35.582764,35.729675,35.142017,35.318314,27.435156,1339858
2017-11-14,35.102840,35.102840,33.614105,33.712048,26.187416,2877893
2017-11-15,33.369247,34.436829,33.192947,34.094025,26.484133,2274890
2017-11-16,34.133202,34.407444,33.996082,34.221352,26.583038,1688734
2017-11-17,34.407444,34.524975,33.956905,34.152790,26.529779,1548959
2017-11-20,33.966698,34.064644,32.908913,33.281097,25.852650,2370354
2017-11-21,33.545544,33.741428,33.339863,33.584721,26.088507,1477693
2017-11-22,34.005878,34.289913,33.868755,33.888344,26.324356,1519146
2017-11-24,34.103821,34.211555,33.947109,33.986286,26.400440,570535
2017-11-27,33.780605,33.839375,32.791382,32.840351,25.510283,2993776
2017-11-28,32.908913,33.143974,32.664055,32.673847,25.380943,2957531
2017-11-29,32.497551,32.899120,32.282078,32.585701,25.312471,2209546
2017-11-30,32.722820,33.584721,32.713024,33.222332,25.807005,2721271
2017-12-01,33.888344,34.867779,33.751225,34.515182,26.811285,3117930
2017-12-04,34.427032,34.730656,34.015671,34.133202,26.514559,2755679
2017-12-05,34.211555,34.720863,34.133202,34.427032,26.742815,1631864
2017-12-06,34.280117,34.534771,33.761021,33.829578,26.278706,1676992
2017-12-07,33.761021,34.064644,33.692459,33.858963,26.301535,1630741
2017-12-08,34.172379,34.211555,33.800198,34.133202,26.514559,1260118
2017-12-11,33.682663,34.064644,33.604309,33.898140,26.494659,1698842
2017-12-12,33.976494,34.094025,33.525955,33.712048,26.349215,2785288
2017-12-13,33.663074,33.947109,33.104797,33.134182,25.897558,3299259
2017-12-14,32.987267,33.555340,32.879532,32.957886,25.759764,2361981
2017-12-15,33.173359,33.222332,32.350636,32.380020,25.308102,2973254
2017-12-18,32.605289,33.330070,32.468166,33.006855,25.798035,1954909
2017-12-19,33.006855,33.369247,32.918709,33.104797,25.874586,2254164
2017-12-20,33.310478,33.594517,32.948090,33.525955,26.203762,1389070
2017-12-21,33.594517,34.201763,33.408424,34.113613,26.663078,1372939
2017-12-22,34.054848,34.103821,33.672871,34.035259,26.601828,1550491
2017-12-26,34.123409,35.230167,34.054848,34.995102,27.352041,1965935
2017-12-27,34.711067,34.857983,34.505386,34.789421,27.191282,1441448
2017-12-28,34.857983,35.161606,34.799217,35.151814,27.474533,1979617
2017-12-29,35.259548,35.259548,34.857983,34.985310,27.344389,1377329
2018-01-02,34.524975,35.886387,34.270325,35.788445,27.972116,2113572
2018-01-03,35.945152,36.552399,35.886387,36.385895,28.439083,2304295
2018-01-04,36.523018,36.601372,36.023506,36.483837,28.515633,1922135
2018-01-05,36.307541,36.385895,35.612144,35.778648,27.964458,1497807
2018-01-08,35.837414,36.131245,35.651321,35.905975,28.063978,2579659
2018-01-09,35.915768,36.611164,35.729675,36.190010,28.285980,2645717
2018-01-10,36.131245,36.493633,35.641529,35.768852,27.956804,2272848
2018-01-11,35.817825,36.493633,35.788445,35.974537,28.117561,1990746
2018-01-12,35.984329,36.434868,35.710087,36.376102,28.431429,1816972
2018-01-16,36.542606,36.856026,36.052891,36.062683,28.186462,1958686
2018-01-17,36.229187,36.611164,35.602352,36.199802,28.293633,2482051
2018-01-18,36.180214,36.180214,35.386875,35.523994,27.765427,2085290
2018-01-19,35.465229,35.651321,35.142017,35.406464,27.673565,1878436
2018-01-22,35.465229,35.494614,35.034279,35.328110,27.612318,2640204
2018-01-23,35.455437,35.661118,35.122429,35.328110,27.612318,2871358
2018-01-24,35.543587,35.847210,35.151814,35.455437,27.711836,2866560
2018-01-25,35.651321,35.896179,35.044075,35.210579,27.520458,2595076
2018-01-26,35.220371,35.465229,35.112637,35.288933,27.581699,1447267
2018-01-29,35.044075,35.210579,34.613125,34.711067,27.130043,2069363
2018-01-30,34.358471,34.407444,33.790401,33.819786,26.433420,3432296
2018-01-31,33.898140,34.133202,33.320274,33.447601,26.142525,2714022
2018-02-01,33.476982,33.956905,33.232124,33.927521,26.517624,1983497
2018-02-02,33.349655,33.584721,32.899120,32.997063,25.790380,2710755
2018-02-05,32.693439,33.055828,31.194906,31.420176,24.557896,3637108
2018-02-06,30.724779,31.733595,30.430950,31.273262,24.443066,3363072
2018-02-07,31.057787,31.273262,30.029383,30.048971,23.486164,5628160
2018-02-08,30.088148,30.303623,29.147894,29.147894,22.781885,4348031
2018-02-09,29.343781,29.627815,28.599413,29.490696,23.049824,4588782
2018-02-12,29.833496,30.166504,29.549461,29.804113,23.294785,3150091
2018-02-13,29.578844,30.156710,29.520079,30.019588,23.463200,3872347
2018-02-14,29.686583,31.361410,29.490696,31.067581,24.282309,3485183
2018-02-15,31.038198,31.087170,30.195887,30.587660,23.907206,2516561
2018-02-16,30.440744,30.950048,30.381977,30.871695,24.129202,1987479
2018-02-20,30.901077,30.950048,30.528893,30.597452,23.914856,1447574
2018-02-21,30.587660,30.930460,30.450539,30.450539,23.800028,1684037
2018-02-22,30.597452,31.420176,30.411362,30.871695,24.129202,1545998
2018-02-23,31.077375,31.547503,30.871695,31.488737,24.611479,1924381
2018-02-26,31.567091,31.880508,31.380999,31.831537,24.879414,2039856
2018-02-27,31.665033,32.047012,31.567091,31.762978,24.825825,2219552
2018-02-28,31.939276,32.125366,30.803135,30.812929,24.083273,2991326
2018-03-01,31.116552,31.351616,30.362391,30.411362,23.769409,3369402
2018-03-02,30.303623,30.372185,29.627815,30.254652,23.646919,4079099
2018-03-05,30.088148,30.548483,29.990206,30.391773,23.754099,2342582
2018-03-06,30.617043,30.656219,30.205681,30.284035,23.669893,1513837
2018-03-07,30.146915,30.274240,29.471107,29.853085,23.333059,2149103
2018-03-08,29.872675,29.941235,29.353575,29.520079,23.072784,2165541
